source,id,title,is_active,study_level,category,domain,country,funding_type,deadline,budget_required,short_description,source_url,eligibility_summary
seed,seed-tous-039,Stage ONU New York — Affaires Internationales,true,tous,stage,droit_sciences_po,usa,none,2026-11-01,0,"Stage non rémunéré de 2 à 6 mois au siège des Nations Unies à New York, au sein des départements politique, droits de l'homme, développement durable ou communications.",https://www.un.org/en/about-us/internships,"Tout niveau (L3 min en droit, relations internationales ou sciences politiques). Excellente maîtrise du français et/ou anglais. Visa J-1 requis."
seed,seed-tous-040,Stage R&D — CERN Genève (Programme Technical Student),true,tous,stage,sciences_tech,europe,complete,2026-09-01,0,"Programme Technical Student du CERN à Genève, offrant un stage de 4 à 12 mois en physique des particules, informatique, ingénierie ou électronique, avec allocation mensuelle.",https://careers.cern/students,Tout niveau (L3 min en STEM). Maîtrise de l'anglais ou français. Ressortissant d'un pays non-membre CERN éligible au programme associé.
seed,seed-tous-041,Stage Business Development — Unilever Bruxelles,true,tous,stage,commerce,europe,partial,2026-10-01,250000,"Stage de 4 à 6 mois dans les équipes Business Development, Marketing ou Supply Chain d'Unilever au siège européen de Bruxelles, avec indemnité et accès au réseau international.",https://careers.unilever.com/internships,"Tout niveau (L3 min en commerce, marketing ou supply chain). B2 en anglais. Visa de travail en Belgique ou UE requis."
seed,seed-tous-042,Stage Commerce & Approvisionnement — TotalEnergies Afrique,true,tous,stage,commerce,afrique,partial,,100000,"Stage de 3 à 6 mois dans les filiales TotalEnergies en Afrique francophone (Côte d'Ivoire, Sénégal, Cameroun…), dans les domaines commerce, logistique et développement.",https://totalenergies.com/fr/carrieres/etudiants-stages,Tout niveau (L2 min en commerce ou ingénierie). Mobilité géographique en Afrique requise. Convention de stage obligatoire.
seed,seed-tous-043,Stage Humanitaire & Développement — Oxfam Afrique,true,tous,stage,sciences_sociales,afrique,partial,2026-10-15,50000,"Stage de 3 à 6 mois dans les programmes de terrain d'Oxfam en Afrique de l'Ouest et de l'Est, avec participation aux projets de sécurité alimentaire, eau et genre.",https://www.oxfam.org/fr/careers,Tout niveau. Engagement pour les droits humains et la solidarité internationale. Mobilité en zone d'intervention requise.
seed,seed-tous-044,Programme Emploi Tech — Startups Station F Paris,true,tous,emploi,sciences_tech,france,complete,,0,"Offres d'emploi en CDI et CDD dans les startups de Station F (Paris), dans les domaines du développement logiciel, data, product management et design UX.",https://stationf.co/jobs,Tout niveau. Compétences techniques démontrées (portfolio ou GitHub requis). Titre de séjour ou visa travail en France nécessaire.
seed,seed-tous-045,Programme Jeunes Talents — Carrefour France,true,tous,emploi,commerce,france,complete,,0,"Programme de recrutement de jeunes talents chez Carrefour France, dans les domaines retail, logistique, marketing digital et e-commerce, avec parcours d'intégration structuré.",https://www.carrefour.com/fr/carrieres,Tout niveau (Bac min). Motivé par le commerce et la distribution. Autorisation de travail en France. Mobilité sur Paris et région parisienne.
seed,seed-tous-046,Programme Emploi & Intégration — RBC Banque Montréal,true,tous,emploi,commerce,canada,complete,,0,"Offres d'emploi en finance, conseil et service client à la Banque Royale du Canada (RBC), avec programme d'intégration spécifique pour les nouveaux arrivants au Canada.",https://jobs.rbc.com/ca/fr/,Tout niveau. Autorisation de travail au Canada (résidence permanente ou permis). B2 en français ou anglais.
seed,seed-tous-047,Emploi Tech — Shopify Canada (Remote & Montréal),true,tous,emploi,sciences_tech,canada,complete,,0,"Postes en développement logiciel, data engineering et product management chez Shopify, avec options de travail à distance ou au siège de Montréal. Leader mondial du e-commerce.",https://www.shopify.com/careers,"Tout niveau. Compétences techniques solides (Ruby, Go, React…). Maîtrise de l'anglais. Visa travail Canada ou remote possible."
seed,seed-tous-048,Silicon Valley Africa Tech Program — Emploi USA,true,tous,emploi,sciences_tech,usa,complete,2026-12-31,0,"Programme de recrutement facilitant l'accès aux entreprises tech de la Silicon Valley (Google, Meta, Salesforce…) pour les ingénieurs africains, avec soutien visa H-1B.",https://www.techbridge.africa/silicon-valley,Tout niveau. Compétences en développement logiciel ou data. Maîtrise de l'anglais professionnel. Processus de visa américain requis.
seed,seed-tous-049,Amazon Global Talent Program — Commerce & Logistique,true,tous,emploi,commerce,usa,complete,,0,"Postes en gestion de projet, supply chain, finance et e-commerce chez Amazon, avec programme d'accueil pour les talents internationaux aux États-Unis.",https://www.amazon.jobs/fr/,Tout niveau. Profil analytique et orienté résultats. Maîtrise de l'anglais professionnel. Visa de travail USA requis (sponsoring possible selon poste).
seed,seed-tous-050,Emploi Tech & Innovation — SAP Germany (Berlin & Walldorf),true,tous,emploi,sciences_tech,europe,complete,,0,"Offres d'emploi en développement logiciel, cloud et intelligence artificielle chez SAP, leader mondial des ERP, dans ses sièges allemands de Berlin et Walldorf.",https://jobs.sap.com/,"Tout niveau. Compétences en Java, Python, cloud ou IA. Maîtrise de l'anglais professionnel. Visa travail EU ou sponsoring entreprise possible."
seed,seed-tous-051,Programme Emploi Graduate — Nestlé Europe,true,tous,emploi,commerce,europe,complete,2026-12-15,0,"Programme Graduate Nestlé pour les jeunes professionnels souhaitant intégrer les équipes marketing, supply chain ou finance de Nestlé dans ses filiales européennes.",https://www.nestle.com/careers/graduates,Tout niveau (L3 min en commerce ou ingénierie agroalimentaire). Maîtrise de l'anglais. Mobilité en Europe. Autorisation de travail UE ou sponsoring.
seed,seed-tous-052,Formation Santé Internationale — Université de Montréal,true,tous,formation,sante,canada,partial,2026-10-31,400000,"Programme de formation en santé mondiale et médecine communautaire à l'Université de Montréal, avec focus sur les défis sanitaires africains et les systèmes de soins primaires.",https://www.umontreal.ca/etudes/sante-publique/,"Tout niveau (L3 min en santé, médecine ou sciences). Visa étudiant Canada. Niveau B2 en français."
seed,seed-tous-053,Formation Droit International — Columbia Law School Online,true,tous,formation,droit_sciences_po,usa,partial,2027-02-28,350000,"Programme de formation en droit international, droits humains et commerce international proposé par Columbia Law School, avec modules en ligne accessibles depuis l'Afrique.",https://www.law.columbia.edu/programs,Tout niveau (L3 min en droit). TOEFL 95+ ou IELTS 7.0. Lettre de motivation en anglais. Bourse partielle disponible pour candidats africains.
seed,seed-tous-054,Formation Arts & Culture — Amsterdam University of the Arts,true,tous,formation,lettres_arts,europe,partial,2027-01-15,500000,"Programme de formation en arts visuels, design et culture créative à l'Amsterdam University of the Arts (Pays-Bas), avec studios professionnels et réseau artistique européen.",https://www.ahk.nl/en/education/,Tout niveau. Portfolio artistique requis. B2 en anglais minimum. Visa étudiant Pays-Bas ou UE.
seed,seed-tous-055,Échange Juridique — Université Paris II Panthéon-Assas,true,tous,echange,droit_sciences_po,france,partial,2026-11-30,200000,"Programme d'échange en droit privé, droit public ou sciences politiques à Paris II Panthéon-Assas, l'une des meilleures facultés de droit de France.",https://www.u-paris2.fr/fr/international/etudiants-etrangers,Tout niveau (L2 min en droit). B2 en français. Accord de coopération ou candidature libre selon filière.
seed,seed-tous-056,Programme d'Échange Sciences — Université de Waterloo,true,tous,echange,sciences_tech,canada,partial,2026-10-01,300000,"Semestre ou année d'échange à l'Université de Waterloo (Ontario), l'une des meilleures universités tech du Canada, en mathématiques, informatique ou ingénierie.",https://uwaterloo.ca/international-students/,Tout niveau (L2 min en STEM). B2 en anglais. Accord de mobilité ou candidature directe. Visa étudiant Canada.
seed,seed-tous-057,Échange Culturel & Communication — UCLA Extension,true,tous,echange,sciences_sociales,usa,partial,2026-12-01,400000,"Programme d'échange et de formation continue en communication, médias et sciences sociales à UCLA Extension (Los Angeles), avec accès au campus et aux réseaux professionnels.",https://www.uclaextension.edu/international-programs,Tout niveau. TOEFL 79+ ou IELTS 6.5. Visa J-1 ou F-1. Possibilité de bourse partielle selon profil.
seed,seed-tous-058,Programme d'Échange Intra-Africain — CODESRIA,true,tous,echange,sciences_sociales,afrique,complete,2026-08-15,0,"Programme d'échange académique du Conseil pour le Développement de la Recherche en Sciences Sociales en Afrique (CODESRIA), finançant des séjours dans des universités africaines partenaires.",https://www.codesria.org/spip.php?rubrique37,Tout niveau. Ressortissant africain. Projet de recherche en sciences sociales. Lettre de recommandation d'un encadreur académique.
seed,seed-tous-059,Stage Pharmacie & Biotechnologie — Université de Toronto,true,tous,stage,sante,canada,partial,2026-09-15,200000,"Stage de recherche de 3 à 6 mois dans les laboratoires de pharmacie et biotechnologie de l'Université de Toronto, avec indemnité et accès aux équipements de pointe.",https://www.pharmacy.utoronto.ca/research/,"Tout niveau (L3 min en pharmacie, biochimie ou biologie). B2 en anglais. Convention de stage et visa travail Canada requis."
seed,seed-tous-060,Stage Politiques Publiques — Brookings Institution Washington,true,tous,stage,droit_sciences_po,usa,partial,2026-12-15,0,"Stage de recherche au sein du Brookings Institution (Washington D.C.), l'un des think tanks les plus influents au monde, sur les politiques publiques africaines et le développement.",https://www.brookings.edu/careers/internships/,"Tout niveau (L3 min en sciences politiques, économie ou droit). Excellente maîtrise de l'anglais. Visa J-1 requis. Publication académique souhaitée."
seed,seed-tous-061,Stage Recherche Médicale — Institut Karolinska Stockholm,true,tous,stage,sante,europe,partial,2026-11-01,100000,"Stage de recherche de 3 à 6 mois à l'Institut Karolinska (Stockholm), l'une des meilleures universités médicales d'Europe, en immunologie, neurologie ou oncologie.",https://ki.se/en/research/internship-programmes,Tout niveau (L3 min en médecine ou sciences). B2 en anglais. Visa travail Suède ou UE. Lettre de motivation et CV scientifique.
seed,seed-tous-062,Emploi Santé Numérique — Doctolib France,true,tous,emploi,sante,france,complete,,0,"Postes en santé numérique, gestion de données médicales et relations professionnels de santé chez Doctolib, leader européen de la santé digitale basé à Paris.",https://www.doctolib.fr/jobs,"Tout niveau. Profil santé, tech ou commercial selon le poste. Maîtrise du français. Autorisation de travail en France."
seed,seed-tous-063,Emploi Droit & Conformité — Deloitte Canada,true,tous,emploi,droit_sciences_po,canada,complete,,0,"Postes en conseil juridique, conformité réglementaire et gouvernance d'entreprise chez Deloitte Canada (Toronto, Montréal, Vancouver), avec programme d'accueil pour nouveaux arrivants.",https://www2.deloitte.com/ca/fr/pages/careers.html,Tout niveau (L3 min en droit ou finance). B2 en français ou anglais selon la ville. Permis de travail Canada requis.
seed,seed-tous-064,Emploi Santé Publique — Centers for Disease Control USA,true,tous,emploi,sante,usa,complete,2026-11-30,0,"Postes en santé publique, épidémiologie et prévention des maladies au sein des CDC (Centers for Disease Control and Prevention) à Atlanta, avec programmes spécifiques pour experts africains.",https://jobs.cdc.gov/,"Tout niveau (L3 min en santé publique, médecine ou biologie). Maîtrise de l'anglais professionnel. Visa de travail USA ou green card requis."
seed,seed-tous-065,Emploi ONG & Développement — MSF Europe,true,tous,emploi,sante,europe,complete,,0,"Postes terrain et siège chez Médecins Sans Frontières (Europe) dans les domaines médical, logistique, finance et RH, avec missions en Afrique, Asie et Moyen-Orient.",https://www.msf.org/jobs,"Tout niveau selon le poste (médecin, logisticien, RH…). Mobilité internationale requise. Maîtrise du français et/ou anglais. Engagement humanitaire."
seed,seed-tous-066,Bourse France Excellence — Sciences & Ingénierie (Tout Niveau),true,tous,bourse,sciences_tech,france,complete,2027-01-15,0,"Programme de bourses du gouvernement français couvrant les frais de scolarité et une allocation mensuelle pour les étudiants africains en sciences et ingénierie, tous niveaux confondus.",https://www.campusfrance.org/fr/bourse-eiffel,Tout niveau (Bac+2 min). Dossier académique solide. Candidature via établissement français d'accueil.
seed,seed-tous-067,AAAS International STEM Fellowship — États-Unis,true,tous,bourse,sciences_tech,usa,complete,2026-10-01,0,Programme de l'American Association for the Advancement of Science finançant des études ou recherches en STEM dans les universités américaines pour les étudiants internationaux à tous niveaux.,https://www.aaas.org/programs/fellowships,Tout niveau. Dossier académique excellent. TOEFL 90+. Projet de recherche ou d'études en STEM.
seed,seed-tous-068,Bourse Marie Skłodowska-Curie — Recherche & Innovation Europe,true,tous,bourse,sciences_tech,europe,complete,2026-09-12,0,"Programme de bourses de l'Union Européenne pour des études et recherches en sciences et technologie dans les universités européennes, avec allocation mensuelle et couverture complète des frais.",https://marie-sklodowska-curie-actions.ec.europa.eu/,Tout niveau. Hors UE. Projet de recherche défini. B2 en anglais ou langue d'enseignement.
seed,seed-tous-069,Carnegie African Diaspora Fellowship — Sciences & Tech Afrique,true,tous,bourse,sciences_tech,afrique,complete,,0,"Programme Carnegie finançant des études et recherches en sciences et technologie dans les meilleures universités africaines, pour les étudiants de la diaspora et du continent.",https://www.iie.org/programs/carnegie-african-diaspora-fellowship-program,Tout niveau. Ressortissant africain ou diaspora africaine. Dossier de recherche ou d'études en STEM.
seed,seed-tous-070,Bourse Excellence — Grandes Écoles de Commerce Canada,true,tous,bourse,commerce,canada,complete,2026-11-30,0,"Programme de bourses d'excellence des grandes écoles de commerce canadiennes (HEC Montréal, McGill Desautels) pour les étudiants africains en gestion, finance et entrepreneuriat.",https://www.hec.ca/etudiants/soutien-financier/bourses/,Tout niveau (Bac+2 min). Dossier académique excellent. B2 en français ou anglais. Entretien de motivation.
seed,seed-tous-071,Ford Foundation International Fellowship — Sciences Sociales USA,true,tous,bourse,sciences_sociales,usa,complete,2026-11-01,0,"Programme de bourses de la Ford Foundation pour des études en sciences sociales, sociologie et développement dans les universités américaines, avec engagement envers l'équité sociale.",https://www.fordfoundation.org/work/our-grants/fellowships/,Tout niveau. Engagement pour la justice sociale. TOEFL 90+. Dossier académique et projet social défini.
seed,seed-tous-072,Bourse IEP — Droit & Sciences Politiques France,true,tous,bourse,droit_sciences_po,france,complete,2027-02-15,0,"Programme de bourses d'excellence pour les étudiants africains en droit, sciences politiques et affaires publiques dans les IEP de France (Sciences Po Paris, Lyon, Bordeaux, Grenoble).",https://www.sciencespo.fr/international/fr/content/bourses.html,Tout niveau (Bac+2 min en droit ou sciences po). Dossier académique solide. Entretien en français.
seed,seed-tous-073,Programme WAHO — Bourses Santé & Médecine Afrique,true,tous,bourse,sante,afrique,complete,2026-09-30,0,"Bourses de l'Organisation Ouest-Africaine de la Santé (OOAS/WAHO) pour des études et formations en santé publique, médecine et épidémiologie dans les universités africaines.",https://www.wahooas.org/scholarships,Tout niveau. Ressortissant d'un pays membre de la CEDEAO. Projet d'études ou de recherche en santé.
seed,seed-tous-074,Rotary Peace Fellowship — Commerce & Développement USA,true,tous,bourse,commerce,usa,complete,2026-05-15,0,"Bourse du Rotary International pour des études en commerce, économie du développement et entrepreneuriat social dans des universités partenaires aux États-Unis.",https://www.rotary.org/en/our-programs/scholarships,Tout niveau. Engagement communautaire démontré. TOEFL 80+. Sélection compétitive via clubs Rotary locaux.
seed,seed-tous-075,Bourse BAD — Commerce & Développement Économique Afrique,true,tous,bourse,commerce,afrique,complete,2026-10-31,0,"Programme de bourses de la Banque Africaine de Développement pour des études en commerce, économie et finance dans des universités africaines d'excellence.",https://www.afdb.org/fr/about-us/careers/scholarship-programme,Tout niveau. Ressortissant d'un pays membre de la BAD. Dossier académique solide. Projet professionnel lié au développement africain.
seed,seed-tous-076,Bourse Institut Pasteur — Santé Publique & Médecine Tropicale France,true,tous,bourse,sante,france,partial,2026-09-15,100000,"Programme de soutien financier de l'Institut Pasteur France pour des formations en santé publique, microbiologie et médecine tropicale dans les universités françaises partenaires.",https://www.pasteur.fr/fr/formation/bourses-et-prix,Tout niveau (L2 min en santé). Motivation scientifique. Lettre de recommandation requise.
seed,seed-tous-077,Gates Foundation Global Health Fellowship — Santé USA,true,tous,bourse,sante,usa,complete,2026-12-01,0,"Programme de bourses de la Fondation Bill & Melinda Gates pour des études et recherches en santé mondiale, vaccins et épidémiologie dans les universités américaines.",https://www.gatesfoundation.org/ideas/fellowships,Tout niveau. Projet de recherche en santé mondiale lié à l'Afrique ou aux pays en développement. TOEFL 95+.
seed,seed-tous-078,Bourse Wellcome Trust — Recherche Médicale Europe,true,tous,bourse,sante,europe,complete,,0,"Programme de bourses du Wellcome Trust pour des études et recherches en sciences médicales et santé publique dans les universités européennes (UK, Belgique, Suède, Pays-Bas).",https://wellcome.org/grant-funding/schemes/international-intermediate-fellowships,Tout niveau. Projet de recherche médicale défini. B2 en anglais. Ressortissant de pays éligibles dont l'Afrique subsaharienne.
seed,seed-tous-079,Bourse Trudeau Foundation — Droit & Sciences Politiques Canada,true,tous,bourse,droit_sciences_po,canada,complete,2026-11-01,0,"Programme de bourses de la Fondation Pierre Elliott Trudeau pour des études en droit, politiques publiques et sciences politiques dans les universités canadiennes, avec mentorat en leadership.",https://www.trudeaufoundation.ca/scholarships,Tout niveau. Engagement pour le dialogue démocratique. B2 en français ou anglais. Recommandation académique requise.
seed,seed-tous-080,Bourse Erasmus Mundus — Droit International et Droits Humains Europe,true,tous,bourse,droit_sciences_po,europe,complete,2027-01-20,0,"Master conjoint Erasmus Mundus en droit international et droits humains, dispensé dans 4 universités européennes, avec bourse complète incluant allocation, frais de scolarité et billets d'avion.",https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-scholarship_fr,Tout niveau (L3 min en droit ou sciences politiques). Hors UE. B2 en anglais ou français.
seed,seed-tous-081,Villa Médicis — Bourse Création Artistique France,true,tous,bourse,lettres_arts,france,complete,2026-11-30,0,Programme de résidence et bourse de la Villa Médicis (Académie de France à Rome) pour les artistes et écrivains africains souhaitant perfectionner leur pratique à Paris et Rome.,https://www.villamedici.it/fr/,Tout niveau. Portfolio artistique ou publications littéraires requis. Projet de création défini. Sélection par jury.
seed,seed-tous-082,Conseil des Arts du Canada — Bourse Arts & Lettres,true,tous,bourse,lettres_arts,canada,complete,2026-10-15,0,"Programme de bourses du Conseil des Arts du Canada pour les artistes, écrivains et créateurs africains souhaitant étudier ou créer au Canada, avec accès aux réseaux culturels canadiens.",https://conseildesarts.ca/financement/bourses,Tout niveau. Portfolio ou publications requis. B2 en français ou anglais. Projet artistique ou littéraire défini.
seed,seed-tous-083,Bourse Creative Europe — Arts et Culture Européens,true,tous,bourse,lettres_arts,europe,complete,2026-09-30,0,"Programme Creative Europe de l'Union Européenne finançant des études et projets en arts, cinéma, musique et culture dans les institutions européennes partenaires.",https://creative-europe.eu/,Tout niveau. Portfolio artistique ou projet culturel défini. B2 en langue d'enseignement. Hors UE accepté.
seed,seed-tous-084,SSHRC — Bourse Sciences Humaines Canada,true,tous,bourse,sciences_sociales,canada,complete,2026-11-15,0,Programme de bourses du Conseil de Recherches en Sciences Humaines du Canada (CRSH/SSHRC) en sociologie et anthropologie pour les étudiants africains dans les universités canadiennes.,https://www.sshrc-crsh.gc.ca/funding-financement/programs-programmes/fellowships,Tout niveau (L3 min). Projet de recherche en sciences sociales. B2 en français ou anglais. Lettre de recommandation.
seed,seed-tous-085,CODESRIA Research Grants — Sciences Sociales Afrique,true,tous,bourse,sciences_sociales,afrique,complete,2026-08-31,0,Programme de bourses de recherche du CODESRIA (Conseil pour le Développement de la Recherche en Sciences Sociales en Afrique) pour les jeunes chercheurs africains en sciences humaines.,https://www.codesria.org/spip.php?rubrique37,Tout niveau. Ressortissant africain. Projet de recherche en sciences sociales. Encadreur académique requis.
seed,seed-tous-086,Formation Commerce & Business — CCI Paris Île-de-France,true,tous,formation,commerce,france,partial,2026-09-15,300000,"Programmes de formation professionnelle en commerce international, marketing et entrepreneuriat à la CCI Paris, avec certifications reconnues et accès au réseau d'entreprises partenaires.",https://www.ccip.fr/formation,Tout niveau. Projet professionnel en commerce. Dossier de candidature en ligne. Bourses partielles disponibles.
seed,seed-tous-087,Formation Sciences Humaines — Universités Régionales France,true,tous,formation,sciences_sociales,france,partial,2026-06-30,200000,"Programmes de formation en sociologie, anthropologie et sciences humaines dans les universités françaises régionales (Lyon, Bordeaux, Lille, Toulouse), avec accompagnement pédagogique.",https://www.campusfrance.org/fr/formations-en-france,Tout niveau. B2 en français requis. Dossier Campus France. Bourse possible selon ressources.
seed,seed-tous-088,Formation Droit & Affaires — Université Paris Dauphine PSL,true,tous,formation,droit_sciences_po,france,partial,2026-07-01,350000,"Programmes de formation en droit des affaires, économie et finances publiques à l'Université Paris Dauphine-PSL, avec accès aux entreprises partenaires du réseau Dauphine.",https://www.dauphine.psl.eu/formation/,Tout niveau (L2 min en droit ou gestion). B2 en français. Dossier Campus France ou candidature directe.
seed,seed-tous-089,Formation Arts Plastiques — Beaux-Arts de Paris Programme International,true,tous,formation,lettres_arts,france,partial,2026-05-31,300000,"Programme de formation aux arts plastiques, design et création contemporaine aux Beaux-Arts de Paris (ENSBA), avec ateliers, expositions et résidences artistiques.",https://www.beauxartsparis.fr/formation,Tout niveau. Portfolio artistique obligatoire. Entretien artistique. Frais réduits selon profil.
seed,seed-tous-090,Formation Droit International — Université de Montréal Faculté de Droit,true,tous,formation,droit_sciences_po,canada,partial,2026-08-01,400000,"Programmes de formation en droit international, droits humains et commerce international à la Faculté de droit de l'Université de Montréal, avec accès aux cliniques juridiques.",https://droit.umontreal.ca/formations/,Tout niveau (L3 min en droit). B2 en français. Visa étudiant Canada. Dossier académique complet.
seed,seed-tous-091,Formation Cinéma & Arts — INIS Montréal,true,tous,formation,lettres_arts,canada,partial,2026-09-01,450000,"Formation professionnelle en réalisation cinématographique, production audiovisuelle et arts médiatiques à l'Institut National de l'Image et du Son (INIS) de Montréal.",https://www.inis.qc.ca/formation/,Tout niveau. Portfolio ou projet audiovisuel requis. B2 en français. Visa étudiant Canada.
seed,seed-tous-092,Formation Sciences Humaines — Universités Québécoises,true,tous,formation,sciences_sociales,canada,partial,2026-10-01,350000,"Programmes de formation en sociologie, travail social et anthropologie dans les universités québécoises (UQAM, Laval, Sherbrooke), avec stages en milieu communautaire intégrés.",https://www.uqam.ca/programmes/sciences-humaines/,Tout niveau. B2 en français. Visa étudiant Canada. Bourse partielle possible selon profil.
seed,seed-tous-093,Formation Santé Publique — Johns Hopkins Bloomberg School Online,true,tous,formation,sante,usa,partial,2026-08-15,300000,"Programmes de formation en santé publique mondiale, épidémiologie et biostatistiques à la Johns Hopkins Bloomberg School, avec modules en ligne accessibles depuis l'Afrique.",https://publichealth.jhu.edu/programs,Tout niveau (L3 min en santé ou sciences). TOEFL 90+. Bourses partielles disponibles pour candidats africains.
seed,seed-tous-094,Formation Arts & Créativité — New York Film Academy International,true,tous,formation,lettres_arts,usa,partial,2026-07-15,400000,"Formation intensive en réalisation, scénarisation et arts médiatiques à la New York Film Academy, avec accès aux studios professionnels et au réseau d'alumni international.",https://www.nyfa.edu/international-students/,Tout niveau. Portfolio ou dossier de motivation créatif. TOEFL 79+. Visa F-1 USA.
seed,seed-tous-095,Formation Sciences Sociales — Columbia University SIPA,true,tous,formation,sciences_sociales,usa,partial,2027-01-05,500000,"Programmes de formation en politiques publiques, développement international et sciences sociales à la School of International and Public Affairs (SIPA) de Columbia University.",https://www.sipa.columbia.edu/academics/programs,Tout niveau (L3 min). TOEFL 100+. Dossier académique excellent. Bourses disponibles pour candidats des pays en développement.
seed,seed-tous-096,Formation Business Management — ESADE Business School Barcelone,true,tous,formation,commerce,europe,partial,2026-11-01,400000,"Programmes de formation en management, finance et entrepreneuriat à l'ESADE Business School de Barcelone, l'une des meilleures business schools d'Europe, avec stages intégrés.",https://www.esade.edu/en/programs,Tout niveau (L3 min en gestion ou équivalent). B2 en anglais ou espagnol. Visa étudiant Espagne/UE.
seed,seed-tous-097,Formation Médecine Tropicale & Santé Internationale — Europe,true,tous,formation,sante,europe,partial,2026-06-30,350000,"Programme de formation en médecine tropicale et santé internationale à l'Institut de Médecine Tropicale d'Anvers (Belgique), avec focus sur les maladies tropicales et les systèmes de santé africains.",https://www.itg.be/en/education,"Tout niveau (L3 min en médecine, pharmacie ou sciences de la santé). B2 en anglais ou français. Visa UE requis."
seed,seed-tous-098,Formation Droit Européen — European Law School Programme,true,tous,formation,droit_sciences_po,europe,partial,2026-12-01,300000,"Programme de formation en droit européen, droit comparé et institutions européennes dispensé conjointement dans 5 universités (Paris, Amsterdam, Berlin, Madrid, Varsovie).",https://www.european-law-school.eu/,Tout niveau (L2 min en droit). B2 en anglais et/ou français. Bourse partielle disponible pour ressortissants africains.
seed,seed-tous-099,Formation Tech & Innovation — Hubs iGniTE Afrique,true,tous,formation,sciences_tech,afrique,complete,,0,"Programme de formation intensive en développement logiciel, data engineering et innovation technologique dans les hubs africains partenaires (Nairobi, Lagos, Abidjan, Kigali, Dakar).",https://www.afrilabs.com/community/,Tout niveau. Motivation pour le numérique. Tests d'aptitude en ligne. Disponible en Afrique francophone.
seed,seed-tous-100,Formation Commerce & Entrepreneuriat — CESAG Dakar & ESCA Casablanca,true,tous,formation,commerce,afrique,partial,2026-08-31,150000,"Programmes de formation en commerce international, finance et entrepreneuriat dans les écoles de management africaines partenaires (CESAG Dakar, ESCA Casablanca, HECI Abidjan).",https://www.cesag.sn/formations,Tout niveau. Dossier académique et projet professionnel. Bourse partielle selon mérite et besoin.
seed,seed-tous-101,Formation Santé Communautaire — Écoles de Santé Publique Africaines,true,tous,formation,sante,afrique,partial,2026-07-31,100000,"Programmes de formation en santé publique, épidémiologie et nutrition dans les écoles de santé africaines (KSPH Dakar, CNHU Cotonou, CHIS Abidjan), avec stages communautaires.",https://www.ksph.net/training/,Tout niveau (Bac min en sciences). Ressortissant d'Afrique francophone. Motivation pour la santé communautaire.
seed,seed-tous-102,Formation Droit OHADA & Droit des Affaires Africain,true,tous,formation,droit_sciences_po,afrique,partial,,80000,"Formation spécialisée en droit OHADA, droit des contrats et arbitrage commercial africain, dispensée par l'Université Cheikh Anta Diop (UCAD) et l'École Régionale Supérieure de la Magistrature (ERSUMA).",https://www.ohada.com/formations,Tout niveau (L2 min en droit). Ressortissant d'un pays membre OHADA. Dossier en ligne.
seed,seed-tous-103,Formation Sciences Sociales — Universités Africaines Francophones,true,tous,formation,sciences_sociales,afrique,partial,2026-09-30,80000,"Programmes de formation en sociologie, anthropologie et développement social dans les universités africaines francophones (UCAD, Yaoundé I, Abomey-Calavi), avec bourses partielles.",https://www.ucad.sn/formations/sciences-sociales,Tout niveau. Ressortissant d'Afrique francophone. Dossier académique requis. Bourse partielle possible.
seed,seed-tous-104,Programme Erasmus+ Droit & Sciences Po — Universités Européennes,true,tous,echange,droit_sciences_po,europe,partial,2026-11-01,150000,"Programme Erasmus+ International Credit Mobility en droit, sciences politiques et affaires publiques dans les universités européennes partenaires, ouvert à tous les niveaux d'étude.",https://erasmus-plus.ec.europa.eu/fr,Tout niveau. Accord Erasmus entre université d'origine et université européenne partenaire. B2 en langue d'enseignement.
seed,seed-tous-105,Programme d'Échange Commerce — Grandes Écoles de Commerce France,true,tous,echange,commerce,france,partial,2026-12-01,250000,"Semestres d'échange en commerce, marketing et finance dans les grandes écoles de commerce françaises (HEC, ESSEC, EDHEC, EM Lyon), avec accès aux cours et aux entreprises partenaires.",https://www.hec.edu/fr/programmes/echanges-internationaux,Tout niveau. Accord de mobilité ou candidature directe. B2 en français. Frais de scolarité différenciés.
seed,seed-tous-106,Programme d'Échange Médical — CHU et Facultés de Médecine France,true,tous,echange,sante,france,partial,2026-10-15,200000,"Programme d'échange clinique et académique dans les CHU et facultés de médecine françaises (Paris, Lyon, Bordeaux, Marseille) pour les étudiants en médecine, pharmacie et soins infirmiers.",https://www.aphp.fr/international,Tout niveau (L2 min en médecine). B2 en français. Convention entre facultés requise. Visa étudiant France.
seed,seed-tous-107,Résidence Artistique — Cité Internationale des Arts Paris,true,tous,echange,lettres_arts,france,partial,2026-09-01,200000,"Programme de résidence artistique et d'échange culturel à la Cité Internationale des Arts de Paris, avec accès aux ateliers, aux galeries et au réseau artistique international parisien.",https://www.citedesartsparis.net/fr/residences,Tout niveau. Portfolio artistique requis. B2 en français. Sélection sur dossier artistique.
